RainTomorrow,MaxTemp,Humidity3pm
No,25.4,30.0
No,15.9,52.0
Yes,24.2,92.0
No,24.4,56.0
No,13.5,49.0
Yes,24.8,57.0
No,24.9,43.0
No,18.5,51.0
No,25.8,45.0
No,29.5,6.0
No,24.5,43.0
No,27.0,55.0
Yes,31.0,72.0
No,17.1,56.0
Yes,36.0,42.0
No,32.7,52.0
No,15.4,85.0
No,14.0,53.0
No,24.9,67.0
No,37.7,12.0
No,21.6,72.0
No,13.4,64.0
No,23.4,35.0
No,23.4,41.0
Yes,20.3,87.0
No,12.4,62.0
No,16.9,74.0
No,29.4,26.0
Yes,31.8,66.0
Yes,28.3,77.0
No,18.2,52.0
No,28.1,26.0
No,24.8,25.0
No,29.5,9.0
No,31.2,46.0
No,23.9,71.0
No,28.9,29.0
Yes,22.4,48.0
No,15.8,41.0
Yes,20.4,78.0
No,21.7,24.0
Yes,19.7,44.0
No,16.7,39.0
No,32.4,38.0
No,33.7,14.0
No,22.0,38.0
No,17.2,63.0
Yes,14.4,90.0
No,28.5,34.0
No,24.8,30.0
No,19.1,49.0
No,23.0,83.0
No,34.9,8.0
No,24.7,60.0
Yes,20.9,71.0
No,14.0,67.0
No,27.2,38.0
Yes,29.0,60.0
No,26.8,78.0
No,27.3,57.0
No,19.2,58.0
No,29.6,61.0
No,35.3,23.0
No,33.1,66.0
No,18.9,48.0
No,31.9,54.0
No,22.6,33.0
No,22.3,33.0
No,31.9,59.0
No,29.3,14.0
No,26.0,37.0
Yes,19.1,90.0
No,23.8,58.0
No,13.9,59.0
No,27.3,67.0
No,12.2,66.0
No,22.3,64.0
Yes,23.7,57.0
Yes,20.9,74.0
Yes,33.9,86.0
No,20.9,64.0
Yes,9.5,87.0
No,30.0,64.0
No,23.2,59.0
No,22.8,75.0
No,22.1,53.0
No,26.1,41.0
No,29.9,42.0
No,17.4,55.0
No,25.2,34.0
No,30.8,43.0
No,17.7,59.0
No,22.7,28.0
No,19.5,28.0
No,19.3,63.0
No,27.7,56.0
No,19.3,55.0
No,23.9,23.0
No,21.8,39.0
No,37.1,14.0
No,34.7,38.0
Yes,17.3,74.0
No,18.9,33.0
No,20.7,33.0
No,24.4,34.0
No,27.3,67.0
No,28.1,68.0
No,16.2,43.0
No,22.5,55.0
No,13.7,58.0
No,27.0,31.0
No,39.2,7.0
No,23.5,13.0
No,29.0,66.0
No,31.0,50.0
No,20.0,28.0
No,18.2,69.0
No,19.4,37.0
No,27.0,58.0
No,34.6,66.0
No,23.2,59.0
No,29.7,12.0
No,28.0,33.0
No,18.5,40.0
No,26.7,36.0
No,30.6,46.0
No,27.6,68.0
Yes,23.1,50.0
No,13.0,54.0
No,17.7,37.0
Yes,15.6,74.0
No,18.6,57.0
No,23.5,45.0
No,23.8,53.0
Yes,22.9,39.0
No,21.1,64.0
Yes,25.1,74.0
No,32.4,14.0
No,36.4,38.0
No,29.8,74.0
No,32.9,57.0
No,13.8,42.0
No,16.3,71.0
No,28.8,47.0
No,42.2,10.0
No,16.0,43.0
No,16.8,48.0
Yes,31.8,37.0
No,29.0,68.0
No,14.3,65.0
No,18.1,43.0
No,26.9,52.0
Yes,21.4,91.0
No,24.4,24.0
No,17.9,53.0
No,22.6,44.0
No,20.0,71.0
Yes,15.9,80.0
No,30.5,37.0
No,28.0,61.0
Yes,28.6,62.0
No,33.4,42.0
No,21.8,26.0
No,16.9,68.0
No,26.4,25.0
No,27.1,30.0
No,22.5,45.0
Yes,20.2,58.0
No,42.5,9.0
No,31.1,32.0
No,30.0,68.0
Yes,20.3,43.0
No,38.1,31.0
No,18.9,58.0
No,17.6,49.0
No,23.7,54.0
No,19.2,43.0
No,24.9,49.0
No,14.0,52.0
No,17.2,37.0
No,20.9,39.0
Yes,14.4,50.0
No,21.6,64.0
No,29.7,22.0
No,19.0,54.0
No,30.5,62.0
Yes,13.6,79.0
No,30.9,17.0
No,19.7,70.0
Yes,23.3,69.0
No,29.2,25.0
No,29.9,81.0
Yes,26.1,78.0
No,34.2,34.0
No,34.4,45.0
No,19.5,30.0
No,14.6,49.0
No,15.4,44.0
No,15.4,35.0
No,16.4,43.0
No,35.2,12.0
Yes,33.2,29.0
Yes,35.0,22.0
Yes,25.7,92.0
No,15.6,56.0
No,19.4,32.0
No,17.5,32.0
No,18.6,59.0
Yes,21.2,71.0
No,31.6,22.0
No,24.9,58.0
Yes,16.6,94.0
No,40.6,15.0
No,28.7,56.0
No,19.6,41.0
Yes,10.4,80.0
No,19.8,58.0
No,20.0,83.0
Yes,14.2,70.0
No,22.3,26.0
No,32.5,23.0
No,22.9,47.0
No,29.1,26.0
No,19.2,56.0
No,25.0,65.0
No,32.2,78.0
No,18.6,36.0
Yes,16.8,100.0
No,16.0,54.0
Yes,35.3,74.0
No,15.0,53.0
No,32.2,60.0
Yes,18.2,82.0
No,37.4,14.0
No,29.8,26.0
No,18.1,55.0
No,13.5,67.0
No,26.0,42.0
No,33.0,37.0
Yes,18.4,80.0
No,34.6,62.0
No,39.3,9.0
Yes,31.4,43.0
No,25.8,50.0
Yes,27.9,52.0
Yes,27.7,63.0
Yes,15.7,67.0
Yes,20.1,93.0
Yes,17.2,84.0
No,28.7,58.0
No,31.7,55.0
No,15.3,61.0
No,27.6,65.0
No,9.7,68.0
Yes,35.0,25.0
No,40.8,6.0
No,11.1,60.0
No,18.1,62.0
No,18.5,62.0
Yes,20.5,63.0
No,26.4,43.0
No,23.8,25.0
Yes,35.1,46.0
No,32.5,47.0
No,40.4,10.0
No,24.0,27.0
Yes,12.9,62.0
No,28.8,19.0
No,22.7,30.0
No,18.9,65.0
Yes,14.3,90.0
No,16.5,63.0
No,30.3,45.0
Yes,29.8,80.0
No,22.6,52.0
No,16.4,55.0
No,25.1,48.0
No,20.4,61.0
No,33.6,48.0
Yes,25.0,68.0
No,41.0,62.0
Yes,13.2,80.0
No,18.0,65.0
Yes,19.8,73.0
No,32.6,26.0
Yes,16.1,78.0
No,20.5,68.0
No,35.6,25.0
No,22.0,39.0
No,28.8,61.0
No,34.2,4.0
No,32.2,25.0
No,25.3,44.0
No,22.9,49.0
No,27.2,63.0
No,32.1,72.0
Yes,30.9,71.0
No,24.4,40.0
No,13.6,44.0
Yes,10.3,98.0
No,35.1,47.0
No,14.1,50.0
No,31.6,52.0
Yes,30.3,61.0
Yes,17.0,64.0
No,23.0,35.0
No,31.6,30.0
Yes,33.2,99.0
No,33.6,50.0
No,19.8,31.0
No,34.0,20.0
Yes,34.3,52.0
No,22.2,30.0
No,21.9,56.0
No,18.6,68.0
Yes,25.9,93.0
No,13.7,42.0
No,32.8,8.0
No,34.2,30.0
Yes,14.2,86.0
No,25.9,33.0
No,40.3,10.0
Yes,19.8,83.0
No,23.9,32.0
No,15.8,88.0
No,21.6,50.0
Yes,23.6,81.0
No,13.7,57.0
No,13.4,46.0
No,26.2,64.0
Yes,22.3,83.0
No,23.7,49.0
No,23.1,54.0
No,15.5,56.0
No,19.9,53.0
No,16.4,44.0
No,22.1,81.0
No,10.2,63.0
No,27.4,29.0
No,22.1,37.0
No,14.5,66.0
No,15.5,39.0
No,25.5,63.0
No,13.3,66.0
No,21.7,40.0
Yes,26.1,64.0
No,22.1,65.0
No,19.4,49.0
No,17.8,61.0
Yes,28.8,52.0
No,32.9,38.0
Yes,27.5,56.0
No,21.0,61.0
No,28.8,51.0
No,16.0,34.0
No,29.9,30.0
No,16.7,57.0
No,29.1,22.0
No,14.9,64.0
No,23.0,36.0
Yes,25.1,78.0
No,20.3,69.0
No,15.0,24.0
No,23.7,59.0
Yes,27.3,44.0
No,18.3,50.0
No,24.6,20.0
Yes,11.9,94.0
No,20.3,51.0
No,24.9,32.0
No,25.2,48.0
No,24.5,37.0
Yes,20.7,49.0
No,25.8,40.0
No,24.6,78.0
Yes,18.7,69.0
No,29.1,30.0
No,20.0,48.0
No,24.6,43.0
No,12.4,73.0
No,29.3,53.0
No,21.2,85.0
No,21.8,36.0
No,27.1,30.0
No,24.8,55.0
No,29.4,30.0
Yes,29.4,100.0
No,25.3,77.0
Yes,24.4,23.0
No,35.9,7.0
Yes,18.7,71.0
Yes,24.8,74.0
No,17.7,47.0
No,19.6,48.0
No,28.7,56.0
Yes,19.6,87.0
Yes,30.0,28.0
No,31.2,13.0
No,25.5,33.0
Yes,17.9,52.0
Yes,18.3,79.0
No,22.4,61.0
Yes,9.5,93.0
No,19.6,37.0
Yes,30.7,93.0
Yes,17.2,61.0
No,13.7,55.0
No,26.9,63.0
Yes,19.2,58.0
No,27.2,52.0
Yes,29.2,43.0
No,22.9,32.0
No,31.8,45.0
No,16.9,47.0
No,24.0,59.0
No,15.7,64.0
No,17.3,82.0
Yes,15.7,54.0
Yes,19.1,42.0
No,14.3,74.0
No,17.5,62.0
No,29.4,65.0
No,38.0,22.0
No,16.9,66.0
No,16.1,50.0
Yes,18.4,73.0
No,16.7,49.0
No,20.8,69.0
Yes,16.1,71.0
No,19.6,57.0
Yes,29.4,68.0
No,27.4,18.0
Yes,17.8,92.0
No,33.8,19.0
No,24.8,67.0
No,21.8,41.0
No,31.4,21.0
No,19.8,61.0
No,28.3,16.0
Yes,11.4,89.0
No,32.6,50.0
No,26.9,34.0
No,25.0,30.0
No,29.6,41.0
No,23.3,51.0
No,16.0,58.0
No,21.1,41.0
No,27.6,31.0
Yes,16.3,55.0
No,21.1,46.0
No,22.4,53.0
No,26.0,32.0
No,23.4,49.0
No,22.4,39.0
No,26.6,58.0
No,20.5,61.0
No,29.4,27.0
No,22.8,37.0
No,20.6,64.0
No,29.5,19.0
No,14.8,39.0
Yes,13.3,47.0
No,38.6,8.0
No,23.1,65.0
No,20.5,44.0
Yes,25.0,67.0
No,35.0,16.0
No,18.5,40.0
No,27.2,55.0
No,30.1,64.0
Yes,22.5,57.0
No,19.5,52.0
No,32.0,20.0
Yes,16.8,52.0
No,29.3,33.0
No,14.3,48.0
Yes,27.4,61.0
No,23.1,21.0
No,14.8,43.0
No,14.0,55.0
Yes,24.1,71.0
No,16.0,65.0
No,20.3,53.0
No,22.8,27.0
Yes,17.3,90.0
Yes,22.0,64.0
Yes,21.8,71.0
Yes,20.5,93.0
No,16.8,56.0
No,12.9,66.0
Yes,27.1,58.0
Yes,16.0,82.0
Yes,14.8,74.0
No,35.6,18.0
Yes,19.0,70.0
No,19.4,24.0
No,21.7,46.0
No,21.3,80.0
No,31.6,75.0
No,19.3,55.0
No,26.5,16.0
No,22.9,25.0
Yes,17.1,64.0
No,31.0,20.0
No,19.1,45.0
No,20.9,42.0
No,28.2,33.0
No,15.1,34.0
Yes,23.5,67.0
No,25.8,30.0
No,25.5,17.0
No,34.1,31.0
Yes,19.1,86.0
No,28.0,70.0
Yes,16.8,55.0
No,35.0,7.0
No,30.9,31.0
No,26.4,25.0
No,25.9,25.0
No,31.4,12.0
No,22.3,51.0
Yes,23.6,78.0
No,25.3,30.0
Yes,19.8,52.0
No,23.1,42.0
No,16.8,47.0
No,21.0,23.0
No,26.5,10.0
No,35.1,16.0
Yes,19.4,56.0
No,15.1,63.0
No,20.6,40.0
No,30.0,20.0
No,30.1,26.0
Yes,20.3,95.0
Yes,24.5,23.0
No,15.6,58.0
No,26.2,69.0
No,17.1,67.0
No,14.6,52.0
No,21.9,71.0
No,24.9,73.0
Yes,25.7,78.0
No,31.9,63.0
Yes,23.0,79.0
No,25.1,68.0
Yes,34.7,15.0
No,19.7,35.0
No,20.8,23.0
No,39.8,27.0
Yes,25.9,52.0
Yes,20.9,88.0
No,19.5,34.0
Yes,17.8,76.0
Yes,19.7,54.0
No,23.5,28.0
No,18.7,65.0
No,17.8,36.0
No,21.5,30.0
Yes,27.5,31.0
No,36.8,14.0
No,26.8,51.0
No,27.5,61.0
No,18.4,41.0
No,15.6,33.0
No,25.6,53.0
Yes,14.8,63.0
No,32.4,11.0
Yes,11.4,80.0
No,14.1,60.0
No,14.7,64.0
Yes,15.1,82.0
No,24.7,31.0
No,27.5,52.0
No,11.3,51.0
No,22.4,70.0
Yes,20.1,76.0
No,27.9,62.0
Yes,16.3,82.0
No,11.4,42.0
Yes,21.2,93.0
No,32.4,63.0
No,19.1,44.0
No,17.1,55.0
No,22.0,89.0
No,20.3,51.0
No,37.1,33.0
No,22.2,40.0
No,21.7,62.0
No,26.8,29.0
No,25.2,15.0
No,19.6,35.0
No,21.9,62.0
No,34.3,15.0
No,25.2,30.0
No,23.0,41.0
No,17.0,37.0
No,24.6,50.0
No,34.5,23.0
No,27.4,58.0
Yes,28.3,76.0
No,35.2,17.0
No,29.3,64.0
No,16.7,69.0
Yes,14.4,65.0
Yes,14.8,74.0
No,43.2,10.0
Yes,23.4,86.0
No,19.5,36.0
No,35.0,35.0
No,33.1,44.0
No,36.8,58.0
No,32.6,35.0
No,22.4,75.0
No,34.8,14.0
Yes,12.4,95.0
No,37.4,28.0
No,17.5,38.0
No,36.6,21.0
No,12.5,78.0
No,35.7,13.0
Yes,16.6,93.0
No,22.7,71.0
No,38.1,9.0
No,22.0,42.0
No,22.0,34.0
Yes,27.3,50.0
Yes,32.5,68.0
No,22.1,49.0
No,12.7,66.0
No,20.9,44.0
Yes,17.5,53.0
Yes,20.1,61.0
No,28.3,30.0
No,10.5,65.0
No,19.4,17.0
Yes,29.6,78.0
No,31.9,19.0
No,19.3,48.0
No,26.2,69.0
Yes,9.4,61.0
No,28.6,51.0
No,35.3,24.0
Yes,30.6,77.0
Yes,14.6,71.0
No,17.5,34.0
No,32.9,6.0
No,28.5,34.0
Yes,22.6,62.0
No,31.5,29.0
No,22.3,55.0
No,14.9,68.0
No,29.4,39.0
No,23.8,39.0
No,19.1,50.0
No,8.9,58.0
No,26.0,57.0
Yes,25.3,43.0
No,18.2,45.0
No,24.8,58.0
Yes,19.9,84.0
No,37.7,6.0
No,24.2,48.0
No,14.5,55.0
No,25.2,71.0
No,24.5,9.0
No,16.5,53.0
Yes,20.1,89.0
No,25.8,60.0
No,22.4,52.0
No,13.4,58.0
No,24.0,31.0
Yes,17.8,49.0
No,16.8,62.0
No,23.7,43.0
Yes,29.8,27.0
Yes,16.7,62.0
Yes,17.9,58.0
No,27.2,31.0
No,26.9,23.0
No,27.0,10.0
Yes,16.2,67.0
Yes,31.7,49.0
No,20.0,67.0
No,26.2,55.0
Yes,19.5,74.0
No,40.0,16.0
Yes,26.9,69.0
Yes,20.8,28.0
No,38.9,7.0
Yes,12.0,80.0
No,17.6,74.0
No,19.9,41.0
Yes,29.9,84.0
Yes,28.8,85.0
Yes,16.9,59.0
No,18.4,64.0
No,30.9,68.0
Yes,14.4,69.0
Yes,14.1,60.0
Yes,18.7,74.0
Yes,26.9,74.0
Yes,18.6,70.0
No,33.8,57.0
No,34.1,29.0
No,17.7,53.0
No,19.9,36.0
No,15.7,44.0
No,20.1,46.0
No,30.9,19.0
No,27.5,65.0
No,18.8,59.0
No,43.6,13.0
No,31.7,25.0
No,28.0,55.0
No,11.8,55.0
No,23.6,25.0
Yes,29.3,45.0
Yes,17.7,91.0
No,15.0,62.0
No,24.3,57.0
No,22.1,43.0
No,19.7,52.0
No,20.1,35.0
No,38.5,17.0
No,23.9,44.0
No,18.0,49.0
No,19.5,46.0
No,19.8,57.0
No,22.5,41.0
Yes,16.7,87.0
No,14.5,58.0
No,23.3,60.0
No,28.3,35.0
No,22.5,43.0
Yes,9.4,95.0
No,33.8,52.0
No,19.5,42.0
Yes,15.0,81.0
No,35.5,19.0
Yes,21.2,40.0
No,24.9,49.0
No,20.8,51.0
No,25.4,40.0
No,27.0,31.0
No,16.0,48.0
No,15.6,59.0
No,32.2,64.0
No,30.5,18.0
No,14.1,72.0
No,30.5,24.0
No,15.0,32.0
Yes,28.1,89.0
No,11.2,72.0
No,31.8,47.0
Yes,21.3,75.0
Yes,21.3,69.0
No,15.7,45.0
No,16.5,58.0
No,38.8,9.0
Yes,31.1,80.0
No,18.8,44.0
No,24.6,22.0
No,15.0,58.0
Yes,17.5,70.0
No,30.5,63.0
No,13.2,47.0
No,33.4,49.0
No,15.2,40.0
No,23.0,42.0
No,22.7,55.0
No,12.6,77.0
No,23.9,60.0
No,29.7,10.0
No,17.2,40.0
No,21.7,33.0
No,24.5,60.0
Yes,18.2,57.0
No,22.2,40.0
No,31.0,26.0
Yes,25.5,34.0
Yes,15.9,90.0
Yes,15.6,70.0
No,16.1,79.0
No,21.9,81.0
No,24.2,34.0
No,16.8,38.0
No,25.2,82.0
No,25.5,34.0
No,25.3,49.0
No,28.9,38.0
No,12.9,34.0
No,25.0,28.0
No,13.0,53.0
No,20.5,29.0
No,22.7,40.0
No,33.4,43.0
No,36.8,14.0
No,34.5,15.0
No,26.3,26.0
No,22.9,63.0
No,19.1,60.0
No,16.5,64.0
Yes,15.1,94.0
No,15.1,48.0
No,18.4,75.0
No,19.8,45.0
No,24.0,18.0
No,23.2,58.0
Yes,13.5,51.0
No,34.7,23.0
No,20.3,33.0
Yes,16.5,64.0
Yes,19.8,91.0
Yes,25.3,17.0
No,25.2,32.0
No,30.0,40.0
No,13.8,66.0
No,35.8,23.0
No,26.9,60.0
Yes,28.0,26.0
No,17.5,50.0
No,33.4,13.0
No,22.8,47.0
No,20.6,51.0
Yes,21.0,81.0
No,17.8,74.0
No,12.1,55.0
No,18.8,56.0
No,26.7,64.0
No,21.2,56.0
Yes,17.5,79.0
No,23.8,53.0
No,31.1,46.0
Yes,21.6,40.0
No,14.0,57.0
No,22.6,44.0
Yes,17.0,55.0
No,28.3,41.0
No,17.4,37.0
No,19.6,34.0
No,30.6,53.0
Yes,24.9,57.0
No,24.3,61.0
No,20.3,48.0
Yes,14.8,80.0
No,28.2,49.0
No,19.8,59.0
No,17.1,43.0
No,28.0,72.0
No,21.8,51.0
No,21.1,55.0
No,25.9,33.0
No,24.1,41.0
No,17.1,58.0
No,36.9,13.0
No,28.8,19.0
No,19.7,49.0
No,24.4,22.0
No,26.8,37.0
No,15.2,42.0
No,24.9,82.0
No,30.6,26.0
Yes,30.2,90.0
Yes,18.9,60.0
No,14.7,59.0
No,26.0,33.0
No,18.4,52.0
Yes,11.0,92.0
No,17.9,59.0
No,29.8,59.0
No,25.1,43.0
No,19.9,30.0
No,26.6,63.0
Yes,13.8,70.0
No,37.4,37.0
No,41.8,19.0
No,21.3,33.0
No,13.3,39.0
Yes,13.7,53.0
No,12.5,48.0
No,20.9,30.0
No,20.9,44.0
No,22.4,59.0
No,16.3,58.0
No,14.8,47.0
No,17.2,67.0
No,20.0,56.0
No,23.1,60.0
Yes,18.7,92.0
Yes,14.0,70.0
No,22.6,60.0
No,14.3,55.0
No,23.4,30.0
No,31.1,11.0
No,24.2,29.0
No,20.1,70.0
No,31.5,35.0
No,21.3,52.0
No,18.4,31.0
No,24.2,51.0
No,39.9,4.0
No,42.1,8.0
No,23.0,23.0
No,17.1,62.0
Yes,18.7,67.0
No,15.2,57.0
No,19.4,47.0
No,24.4,59.0
No,23.2,53.0
No,31.9,19.0
No,25.2,24.0
No,12.1,82.0
Yes,16.8,60.0
No,17.2,62.0
No,24.7,32.0
Yes,38.1,29.0
No,25.9,37.0
No,23.8,55.0
No,19.3,42.0
Yes,13.1,54.0
No,19.2,50.0
Yes,18.1,56.0
No,39.3,25.0
No,22.0,82.0
Yes,35.8,45.0
Yes,21.1,95.0
No,30.9,42.0
No,16.5,89.0
Yes,31.7,66.0
Yes,18.4,54.0
No,43.1,24.0
No,19.6,45.0
Yes,30.8,81.0
No,23.6,59.0
No,23.5,53.0
No,20.1,71.0
Yes,22.5,82.0
No,26.3,42.0
Yes,37.5,17.0
No,22.8,80.0
No,17.8,73.0
No,18.9,52.0
No,25.8,68.0
No,13.9,59.0
No,26.7,17.0
No,31.8,63.0
No,34.2,10.0
No,20.6,71.0
No,22.1,53.0
No,21.5,48.0
No,32.3,38.0
Yes,27.7,83.0
No,13.3,74.0
No,16.9,67.0
Yes,18.5,80.0
No,16.4,53.0
No,28.3,13.0
No,34.7,24.0
No,20.6,41.0
Yes,24.9,72.0
No,19.1,60.0
Yes,28.9,79.0
No,21.5,41.0
Yes,11.6,98.0
No,16.2,52.0
No,23.0,54.0
No,31.5,16.0
No,24.3,30.0
Yes,16.9,98.0
Yes,22.7,60.0
No,20.5,20.0
No,17.5,62.0
No,25.6,35.0
No,21.8,67.0
Yes,22.4,35.0
No,39.1,10.0
No,21.7,67.0
No,34.9,54.0
No,29.8,58.0
Yes,13.1,56.0
No,32.4,20.0
No,25.9,66.0
No,16.4,55.0
No,19.1,55.0
No,33.4,30.0
No,23.5,66.0
No,15.0,44.0
No,22.7,44.0
No,26.7,31.0
No,24.8,61.0
No,24.8,59.0
Yes,18.9,69.0
Yes,16.5,63.0
No,23.8,71.0
Yes,16.2,91.0
Yes,11.6,68.0
No,30.1,64.0
No,19.9,52.0
No,21.2,46.0
Yes,20.5,32.0
No,18.7,58.0
No,23.7,74.0
No,29.4,49.0
No,19.9,30.0
Yes,30.4,37.0
No,26.4,70.0
Yes,29.3,45.0
Yes,26.4,50.0
No,30.6,12.0
Yes,25.7,83.0
No,21.4,60.0
Yes,15.5,73.0
No,29.7,54.0
No,34.3,56.0
No,17.1,54.0
Yes,13.9,78.0
No,29.6,21.0
Yes,26.1,37.0
No,21.0,38.0
No,31.8,24.0
No,22.6,33.0
No,23.9,81.0
No,14.2,62.0
No,19.2,37.0
No,22.5,59.0
No,19.3,63.0
No,30.2,56.0
No,17.7,37.0
No,35.1,22.0
No,17.2,60.0
No,24.1,46.0
No,28.1,29.0
No,27.1,31.0
No,18.0,66.0
No,14.4,59.0
No,15.2,36.0
No,33.0,52.0
No,28.9,38.0
No,21.8,29.0
No,27.4,64.0
No,31.0,11.0
No,24.6,63.0
No,14.6,60.0
No,33.5,12.0
No,39.4,20.0
No,30.2,65.0
No,23.8,35.0
Yes,24.7,67.0
No,20.1,45.0
No,20.4,32.0
No,38.8,17.0
No,13.8,54.0
No,24.1,50.0
Yes,20.4,81.0
No,26.6,36.0
Yes,26.2,74.0
No,26.4,57.0
No,17.0,54.0
No,27.8,7.0
No,19.5,57.0
No,20.0,52.0
No,29.1,25.0
No,30.6,83.0
No,17.1,54.0
No,24.9,38.0
No,12.5,40.0
No,34.4,35.0
No,38.0,25.0
Yes,34.0,17.0
Yes,19.2,70.0
Yes,20.7,43.0
No,37.2,12.0
Yes,33.5,91.0
No,25.4,75.0
Yes,11.7,93.0
Yes,22.6,85.0
No,42.6,15.0
No,17.9,34.0
No,31.5,26.0
No,25.7,27.0
No,27.8,27.0
Yes,9.9,82.0
No,18.7,26.0
No,27.9,63.0
No,23.0,42.0
No,21.3,71.0
No,14.1,63.0
No,21.8,34.0
No,20.2,43.0
No,24.8,57.0
No,16.6,42.0
No,33.3,7.0
No,32.3,25.0
Yes,33.3,72.0
No,32.8,64.0
No,18.6,80.0
Yes,25.1,80.0
Yes,20.1,75.0
No,24.0,55.0
No,26.8,58.0
No,24.4,43.0
No,24.8,52.0
No,21.8,64.0
No,24.8,60.0
No,27.5,32.0
No,22.4,57.0
No,35.7,28.0
Yes,10.3,60.0
No,21.9,54.0
No,34.2,7.0
No,30.8,26.0
No,21.8,20.0
No,21.9,43.0
No,24.7,43.0
No,23.2,56.0
Yes,19.5,45.0
Yes,7.1,92.0
No,36.1,24.0
No,18.5,46.0
No,24.0,58.0
Yes,18.2,80.0
No,13.8,59.0
No,22.2,45.0
No,25.3,38.0
No,40.2,28.0
Yes,16.3,52.0
Yes,20.7,68.0
No,21.5,51.0
No,24.9,25.0
No,27.6,63.0
No,29.7,35.0
No,27.4,50.0
No,34.3,55.0
Yes,23.4,87.0
No,15.0,57.0
Yes,19.6,74.0
No,16.3,61.0
No,27.9,34.0
Yes,26.6,88.0
No,24.1,36.0
No,28.8,54.0
No,22.6,33.0
No,33.4,52.0
No,11.5,53.0
No,17.7,41.0
No,22.8,70.0
No,14.0,65.0
No,20.8,57.0
No,21.9,42.0
No,17.2,59.0
No,12.3,51.0
No,28.3,35.0
No,30.4,64.0
Yes,18.4,79.0
No,35.0,74.0
No,27.9,68.0
Yes,28.3,53.0
No,23.5,61.0
No,24.9,59.0
No,21.3,51.0
No,31.3,25.0
No,33.8,42.0
Yes,30.9,57.0
No,26.8,64.0
No,20.0,44.0
No,14.5,57.0
No,28.3,52.0
No,22.1,56.0
No,22.9,41.0
Yes,31.8,58.0
No,19.6,57.0
No,21.1,59.0
No,19.4,29.0
Yes,17.3,71.0
Yes,29.9,52.0
No,34.9,22.0
No,19.9,57.0
No,13.1,63.0
No,24.1,30.0
No,27.8,52.0
Yes,17.1,64.0
No,33.3,51.0
Yes,13.6,67.0
No,17.9,41.0
Yes,11.3,64.0
No,30.5,34.0
No,37.9,12.0
No,40.0,12.0
No,10.4,56.0
No,18.2,81.0
No,31.3,48.0
Yes,14.9,97.0
Yes,18.7,77.0
Yes,13.3,64.0
No,35.4,29.0
Yes,17.6,100.0
No,30.3,61.0
Yes,23.5,82.0
No,10.6,59.0
No,24.7,72.0
No,24.2,67.0
No,14.1,54.0
No,26.5,28.0
No,15.8,66.0
No,23.0,28.0
No,17.3,47.0
Yes,13.3,84.0
No,20.0,71.0
No,22.7,34.0
No,18.9,49.0
No,35.6,34.0
Yes,17.2,43.0
No,23.3,39.0
No,20.5,41.0
No,23.3,24.0
Yes,22.9,78.0
No,19.7,48.0
Yes,17.7,49.0
No,17.8,44.0
No,23.0,52.0
No,32.0,23.0
No,25.6,50.0
No,26.6,54.0
Yes,20.9,31.0
No,20.1,39.0
No,20.8,14.0
No,27.9,37.0
Yes,16.5,75.0
No,12.2,74.0
No,27.8,50.0
Yes,15.4,92.0
No,29.8,31.0
No,36.3,10.0
No,30.7,56.0
No,27.4,26.0
No,32.7,18.0
No,21.8,87.0
Yes,27.9,66.0
No,25.9,39.0
No,22.8,24.0
Yes,20.4,66.0
Yes,19.4,61.0
No,25.5,64.0
No,26.7,61.0
No,20.4,37.0
No,33.1,16.0
No,21.7,58.0
Yes,14.9,48.0
No,16.2,79.0
No,27.6,54.0
No,44.7,8.0
No,18.9,66.0
No,20.6,72.0
No,33.8,24.0
No,14.9,37.0
No,23.1,45.0
No,28.9,70.0
Yes,17.0,43.0
No,18.2,43.0
No,29.8,35.0
No,39.4,6.0
No,33.5,14.0
No,21.1,54.0
No,27.1,38.0
No,17.0,61.0
No,15.3,59.0
No,16.4,57.0
No,30.3,18.0
No,16.1,69.0
No,25.9,48.0
No,21.8,55.0
Yes,37.5,19.0
No,18.3,52.0
No,20.1,88.0
No,33.2,65.0
No,31.7,32.0
No,16.6,54.0
No,30.0,33.0
No,29.5,49.0
No,12.3,33.0
No,28.2,54.0
No,18.4,60.0
Yes,15.0,87.0
No,28.6,73.0
Yes,12.7,60.0
No,31.7,33.0
Yes,24.0,51.0
No,30.0,57.0
No,36.0,7.0
No,30.4,43.0
No,27.9,36.0
No,28.0,61.0
No,28.0,59.0
No,22.0,52.0
No,17.9,68.0
No,22.3,44.0
No,13.6,56.0
No,28.5,23.0
No,22.2,38.0
Yes,16.9,57.0
No,34.5,40.0
Yes,29.5,75.0
No,18.5,62.0
No,21.7,34.0
No,32.1,55.0
No,24.7,63.0
No,24.9,59.0
Yes,26.1,72.0
Yes,13.5,84.0
Yes,22.8,63.0
No,14.8,20.0
Yes,17.8,64.0
No,19.4,28.0
No,29.7,26.0
No,30.6,41.0
No,23.1,60.0
No,33.5,27.0
No,18.5,59.0
No,33.8,24.0
Yes,25.2,83.0
No,24.9,6.0
No,34.2,28.0
Yes,22.7,90.0
No,33.7,24.0
No,23.4,53.0
No,15.9,62.0
No,12.9,83.0
No,29.8,32.0
No,21.8,37.0
No,19.7,84.0
No,24.2,18.0
Yes,17.3,52.0
No,19.5,53.0
No,16.4,42.0
No,14.2,70.0
Yes,16.0,31.0
